"","player","Position","date_signed","contract_type","APY","Years","draft_year","rank_on_date_APY","contract_num"
"2227","Isaiah Buggs","DT",2022-07-22,"SFA",965000,1,2019,131,2
"2228","Domenique Davis","DT",2022-07-25,"SFA",705000,1,2020,246,2
"2229","Jordan Meredith","LG",2022-07-25,"SFA",705000,1,2021,113,2
"2230","Ty Clary","C",2022-07-26,"SFA",705000,1,2022,98,2
"2231","Scott Patchan","EDGE",2022-07-26,"SFA",705000,1,2022,284,2
"2232","Azur Kamara","DT",2022-07-27,"SFA",825000,1,2020,199,2
"2233","Bailey Gaither","WR",2022-07-27,"SFA",705000,1,2021,447,2
"2234","Eric Wilson","RG",2022-07-27,"SFA",705000,1,2022,110,2
"2235","Duke Dawson","S",2022-07-29,"SFA",1035000,1,2018,111,2
"2236","D.K. Metcalf","WR",2022-07-29,"Extension",24000000,3,2019,6,2
"2237","Deebo Samuel","WR",2022-08-01,"Extension",23850000,3,2019,8,2
"2238","Jake Bailey","P",2022-08-01,"Extension",3046333,3,2019,3,2
"2239","Antonio Valentino","DT",2022-08-01,"SFA",705000,1,2022,245,2
"2240","Orlando Brown Jr.","LT",2022-08-02,"Franchise",16662000,1,2018,9,2
"2241","Alex Mollette","C",2022-08-02,"SFA",705000,1,2022,97,2
"2242","Brad Hawkins","S",2022-08-02,"SFA",705000,1,2022,272,2
"2243","Christopher Herndon IV","TE",2022-08-03,"SFA",1035000,1,2018,85,2
"2244","Master Teague","RB",2022-08-03,"SFA",705000,1,2022,226,2
"2245","Max Borghi","RB",2022-08-03,"SFA",705000,1,2022,226,2
"2246","Diontae Johnson","WR",2022-08-04,"Extension",18355000,2,2019,17,2
"2247","Joel Dublanko","LB",2022-08-05,"SFA",705000,1,2022,312,2
"2248","Matthew Colburn","RB",2022-08-07,"SFA",705000,1,2019,224,2
"2249","Reggie Gilliam","FB",2022-08-07,"Extension",2300000,2,2020,6,2
"2250","Jarrid Williams","RT",2022-08-07,"SFA",705000,1,2022,132,2
"2251","Cameron Hunt","RG",2022-08-09,"SFA",825000,1,2017,89,2
"2252","EJ Perry","QB",2022-08-09,"SFA",705000,1,2022,136,2
"2253","Cortez Davis","CB",2022-08-09,"SFA",705000,1,2022,393,2
"2254","Chris Glaser","RG",2022-08-09,"SFA",787500,2,2022,101,2
"2255","K.J. Costello","QB",2022-08-11,"SFA",705000,1,2021,135,2
"2256","Jack Koerner","S",2022-08-11,"SFA",705000,1,2022,272,2
"2257","Ramiz Ahmed","K",2022-08-14,"SFA",705000,1,2020,58,2
"2258","Devin Hafford","CB",2022-08-14,"SFA",705000,1,2022,393,2
"2259","Jon Alexander","S",2022-08-16,"SFA",705000,1,2022,272,2
"2260","William Dunkle","RG",2022-08-16,"SFA",705000,1,2022,111,2
"2261","De'Vante Cross","S",2022-08-17,"SFA",705000,1,2022,271,2
"2262","Derwin James","S",2022-08-18,"Extension",19000000,4,2018,1,2
"2263","Wyatt Ray","DT",2022-08-18,"SFA",895000,1,2019,153,2
"2264","Derek Schweiger","RT",2022-08-18,"SFA",705000,1,2022,131,2
"2265","Jalen Wydermyer","TE",2022-08-18,"SFA",705000,1,2022,227,2
"2266","Chris Owens","RG",2022-08-19,"SFA",705000,1,2022,110,2
"2267","Josh Rivas","RG",2022-08-19,"SFA",705000,1,2022,110,2
"2268","John Parker Romo","K",2022-08-19,"SFA",705000,1,2022,57,2
"2269","Jessie Bates III","S",2022-08-23,"Franchise",12911000,1,2018,14,2
"2270","Cade Brewer","TE",2022-08-23,"SFA",705000,1,2022,226,2
"2271","Ronnie Rivers","RB",2022-08-24,"SFA",705000,1,2022,225,2
"2272","Josh Blackwell","CB",2022-08-25,"SFA",705000,1,2022,391,2
"2273","Jeremiah Gemmel","LB",2022-08-25,"SFA",705000,1,2022,313,2
"2274","Tucker Fisk","TE",2022-08-26,"SFA",705000,1,2022,225,2
"2275","Danny Isidora","LG",2022-08-31,"Practice",277200,1,2017,127,2
"2276","Rudy Ford","S",2022-08-31,"SFA",1137500,1,2017,98,2
"2277","Kemoko Turay","DE",2022-08-31,"Practice",358200,1,2018,80,2
"2278","Troy Apke","S",2022-08-31,"Practice",358200,1,2018,291,2
"2279","Andre Chachere","S",2022-08-31,"Practice",309999,1,2018,296,2
"2280","J.J. Arcega-Whiteside","WR",2022-08-31,"Practice",277200,1,2019,518,2
"2281","Will Grier","QB",2022-08-31,"Practice",459333,1,2019,144,2
"2282","Nate Meadors","S",2022-08-31,"Practice",207000,1,2019,308,2
"2283","Jonathan Kongbo","DE",2022-08-31,"Practice",207000,1,2020,84,2
"2284","Darrynton Evans","RB",2022-08-31,"Practice",283444,1,2020,250,2
"2285","McTelvin Agim","DE",2022-08-31,"Practice",207000,1,2020,84,2
"2286","Tanner Muse","LB",2022-08-31,"Practice",245222,1,2020,348,2
"2287","Anthony McFarland, Jr.","RB",2022-08-31,"Practice",245222,1,2020,257,2
"2288","Khaleke Hudson","LB",2022-08-31,"Practice",283444,1,2020,343,2
"2289","Harrison Hand","CB",2022-08-31,"Practice",207000,1,2020,433,2
"2290","Larrell Murchison","DE",2022-08-31,"Practice",207000,1,2020,84,2
"2291","Netane Muti","RG",2022-08-31,"Practice",321666,1,2020,119,2
"2292","Carlos Davis","DT",2022-08-31,"Practice",245222,1,2020,280,2
"2293","Chris Jackson","CB",2022-08-31,"Practice",207000,1,2020,433,2
"2294","Sean McKeon","TE",2022-08-31,"Practice",321666,1,2020,260,2
"2295","Tyler Shelvin","DT",2022-08-31,"Practice",275666,1,2021,275,2
"2296","Janarius Robinson","EDGE",2022-08-31,"Practice",207000,1,2021,311,2
"2297","Cameron McGrone","LB",2022-08-31,"Practice",234667,1,2021,352,2
"2298","Hamsah Nasirildeen","LB",2022-08-31,"Practice",309999,1,2021,337,2
"2299","Frank Darby","WR",2022-08-31,"Practice",275666,1,2021,521,2
"2300","Deonte Brown","LG",2022-08-31,"Practice",207000,1,2021,130,2
"2301","Jaylen Twyman","EDGE",2022-08-31,"Practice",207000,1,2021,311,2
"2302","Jonathan Marshall","DT",2022-08-31,"Practice",207000,1,2021,287,2
"2303","Quincy Roche","EDGE",2022-08-31,"Practice",241333,1,2021,305,2
"2304","Larnel Coleman","LT",2022-08-31,"Practice",290001,1,2021,129,2
"2305","Mark Webb","S",2022-08-31,"Practice",207000,1,2021,308,2
"2306","Ar'Darius Washington","S",2022-08-31,"Practice",309999,1,2021,296,2
"2307","Raymond Johnson III","DT",2022-08-31,"Practice",207000,1,2021,287,2
"2308","Jaret Patterson","RB",2022-08-31,"Practice",275666,1,2021,252,2
"2309","A.J. Parker","CB",2022-08-31,"Practice",207000,1,2021,433,2
"2310","Jordan Murray","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2311","Nikola Kalinic","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2312","Devon Allen","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2313","Roy Mbaeteka","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2314","Kevin Harris","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2315","Justin Shaffer","LG",2022-08-31,"Practice",207000,1,2022,130,2
"2316","Jordan Jackson","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2317","Tyler Badie","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2318","Gregory Junior","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2319","Theo Jackson","S",2022-08-31,"Practice",207000,1,2022,308,2
"2320","Curtis Brooks","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2321","James Houston","EDGE",2022-08-31,"Practice",234667,1,2022,308,2
"2322","Cameron Goode","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2323","Nick Muse","TE",2022-08-31,"Practice",290001,1,2022,263,2
"2324","Bo Melton","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2325","Faion Hicks","CB",2022-08-31,"Practice",262334,1,2022,423,2
"2326","Chris Oladokun","QB",2022-08-31,"Practice",207000,1,2022,155,2
"2327","Jesse Luketa","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2328","Nazeeh Johnson","S",2022-08-31,"Practice",207000,1,2022,308,2
"2329","A.J. Arcuri","RT",2022-08-31,"Practice",234667,1,2022,147,2
"2330","LaBryan Ray","DE",2022-08-31,"Practice",207000,1,2022,84,2
"2331","Shaun Jolly","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2332","Grant Morgan","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2333","Chandler Wooten","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2334","Bryce Cosby","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2335","Drew Estrada","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2336","Xavier Newman-Johnson","LG",2022-08-31,"Practice",207000,1,2022,130,2
"2337","Alec Lindstrom","C",2022-08-31,"Practice",234667,1,2022,109,2
"2338","Tyler Vrabel","RT",2022-08-31,"Practice",207000,1,2022,149,2
"2339","Chase Garbers","QB",2022-08-31,"Practice",207000,1,2022,155,2
"2340","Raleigh Webb","WR",2022-08-31,"Practice",262334,1,2022,523,2
"2341","Mario Goodrich","CB",2022-08-31,"Practice",234667,1,2022,428,2
"2342","Nolan Turner","S",2022-08-31,"Practice",262334,1,2022,303,2
"2343","Manny Jones","DE",2022-08-31,"Practice",262334,1,2022,82,2
"2344","Ja'Quan McMillian","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2345","Thomas Odukoya","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2346","Jeremiah Moon","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2347","Malik Davis","RB",2022-08-31,"Practice",262334,1,2022,253,2
"2348","Zaire Mitchell-Paden","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2349","Zyon Gilbert","CB",2022-08-31,"Practice",290001,1,2022,418,2
"2350","D'vonte Price","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2351","Jashaun Corbin","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2352","Arron Mosby","EDGE",2022-08-31,"Practice",262334,1,2022,303,2
"2353","Devin Cochran","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2354","Juanyeh Thomas","S",2022-08-31,"Practice",207000,1,2022,308,2
"2355","Kyric McGowan","WR",2022-08-31,"Practice",262334,1,2022,523,2
"2356","Kody Russey","C",2022-08-31,"Practice",262334,1,2022,107,2
"2357","Roderick Perry II","DT",2022-08-31,"Practice",262334,1,2022,276,2
"2358","Caleb Jones","RT",2022-08-31,"Practice",207000,1,2022,149,2
"2359","Marcelino McCrary-Ball","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2360","Raheem Layne","S",2022-08-31,"Practice",290001,1,2022,299,2
"2361","Ryder Anderson","EDGE",2022-08-31,"Practice",290001,1,2022,302,2
"2362","Matt Hankins","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2363","Tyler Goodson","RB",2022-08-31,"Practice",234667,1,2022,259,2
"2364","Zach VanValkenburg","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2365","Chase Allen","TE",2022-08-31,"Practice",234667,1,2022,268,2
"2366","Kwamie Lassiter II","WR",2022-08-31,"Practice",234667,1,2022,531,2
"2367","Ferrod Gardner","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2368","Darren Evans","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2369","Jontre Kirklin","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2370","Sam Okuayinonu","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2371","Jacobi Francis","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2372","J.J. Russell","LB",2022-08-31,"Practice",234667,1,2022,352,2
"2373","Jason Poe","LG",2022-08-31,"Practice",207000,1,2022,130,2
"2374","Mike Harley","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2375","Vincent Gray","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2376","D.Q. Thomas","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2377","Micah Dew-Treadway","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2378","Braylon Sanders","WR",2022-08-31,"Practice",290001,1,2022,510,2
"2379","Dontario Drummond","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2380","Jerrion Ealy","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2381","Makai Polk","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2382","Dylan Cook","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2383","Austin Allen","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2384","Ben Stille","DT",2022-08-31,"Practice",234667,1,2022,283,2
"2385","Dylan Parham","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2386","Vi Jones","LB",2022-08-31,"Practice",290001,1,2022,341,2
"2387","Josh Babicz","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2388","Kevin Austin Jr.","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2389","Myron Tagovailoa-Amosa","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2390","Kennedy Brooks","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2391","Tay Martin","WR",2022-08-31,"Practice",262334,1,2022,523,2
"2392","Anthony Brown","QB",2022-08-31,"Practice",290001,1,2022,153,2
"2393","Johnny Johnson III","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2394","Verone McKinley","S",2022-08-31,"Practice",290001,1,2022,299,2
"2395","Derrick Tangelo","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2396","Cal Adomitis","LS",2022-08-31,"Practice",207000,1,2022,53,2
"2397","Lucas Krull","TE",2022-08-31,"Practice",234667,1,2022,268,2
"2398","Elijah Garcia","DE",2022-08-31,"Practice",207000,1,2022,84,2
"2399","Tyreek Maddox-Williams","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2400","Tristin McCollum","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2401","Tayler Hawkins","S",2022-08-31,"Practice",207000,1,2022,308,2
"2402","Trenton Thompson","S",2022-08-31,"Practice",207000,1,2022,308,2
"2403","Derrick Deese Jr.","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2404","Reggie Roberson Jr.","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2405","ZaQuandre White","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2406","Don Gardner","CB",2022-08-31,"Practice",234667,1,2022,428,2
"2407","Obinna Eze","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2408","Jayden Peevy","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2409","DaMarcus Fields","CB",2022-08-31,"Practice",234667,1,2022,428,2
"2410","Kaylon Geiger","WR",2022-08-31,"Practice",234667,1,2022,531,2
"2411","Bryant Koback","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2412","Gerrit Prince","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2413","Alec Anderson","RT",2022-08-31,"Practice",234667,1,2022,147,2
"2414","Ethan Fernea","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2415","Qwuantrezz Knight","S",2022-08-31,"Practice",207000,1,2022,308,2
"2416","Kanai Mauga","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2417","Bamidele Olaseni","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2418","Britain Covey","WR",2022-08-31,"Practice",290000,1,2022,515,2
"2419","Cole Fotheringham","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2420","Mika Tafua","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2421","Nephi Sewell","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2422","Nick Ford","RG",2022-08-31,"Practice",207000,1,2022,124,2
"2423","Derek Wright","WR",2022-08-31,"Practice",234667,1,2022,531,2
"2424","Deven Thompkins","WR",2022-08-31,"Practice",290001,1,2022,510,2
"2425","Forrest Rhyne","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2426","Ra'Shaun Henry","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2427","Brock Hoffman","C",2022-08-31,"Practice",207000,1,2022,110,2
"2428","Raheem Blackshear","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2429","A.J. Thomas","S",2022-08-31,"Practice",207000,1,2022,308,2
"2430","Mike Caliendo","LG",2022-08-31,"Practice",207000,1,2022,130,2
"2431","Scott Nelson","S",2022-08-31,"Practice",207000,1,2022,308,2
"2432","Rashid Shaheed","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2433","Rayshad Nichols","DT",2022-08-31,"Practice",262334,1,2022,276,2
"2434","Irvin Charles","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2435","Jack Cochrane","LB",2022-08-31,"Practice",207000,1,2022,354,2
"2436","Calvin Jackson","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2437","Dai'Jean Dixon","WR",2022-08-31,"Practice",207000,1,2022,537,2
"2438","Andrew Rupcich","RT",2022-08-31,"Practice",207000,1,2022,149,2
"2439","John Lovett","RB",2022-08-31,"Practice",207000,1,2022,260,2
"2440","Quandre Mosely","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2441","Marcel Dabo","CB",2022-08-31,"Practice",207000,1,2022,433,2
"2442","Ayo Oyelola","S",2022-08-31,"Practice",207000,1,2022,308,2
"2443","Josh Sokol","C",2022-08-31,"Practice",207000,1,2022,110,2
"2444","C.J. Brewer","DT",2022-08-31,"Practice",234667,1,2022,283,2
"2445","Ja'Marcus Ingram","CB",2022-08-31,"Practice",234667,1,2022,428,2
"2446","Jared Scott","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2447","Brayden Thomas","EDGE",2022-08-31,"Practice",234667,1,2022,308,2
"2448","Benton Whitley","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2449","William Kwenkeu","LB",2022-08-31,"Practice",262334,1,2022,345,2
"2450","Liam Ryan","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2451","Mike Greene","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2452","JJ Howland","TE",2022-08-31,"Practice",207000,1,2022,271,2
"2453","Drew Jordan","EDGE",2022-08-31,"Practice",207000,1,2022,311,2
"2454","Jeremiah Pharms","DT",2022-08-31,"Practice",207000,1,2022,287,2
"2455","Alex Akingbulu","LT",2022-08-31,"Practice",207000,1,2022,133,2
"2456","Daylen Baldwin","WR",2022-08-31,"Practice",234667,1,2022,531,2
"2457","Maurice Alexander","WR",2022-08-31,"Practice",234667,1,2022,531,2
"2458","Abdullah Anderson","DE",2022-09-01,"SFA",895000,1,2018,42,2
"2459","Lynn Bowden","RB",2022-09-01,"Practice",245222,1,2020,231,2
"2460","La'Mical Perine","RB",2022-09-01,"Practice",207000,1,2020,235,2
"2461","Jacob Eason","QB",2022-09-01,"Practice",283444,1,2020,137,2
"2462","Chazz Surratt","LB",2022-09-01,"Practice",241333,1,2021,325,2
"2463","Wyatt Davis","LG",2022-09-01,"Practice",207000,1,2021,114,2
"2464","Tay Gowan","CB",2022-09-01,"Practice",309999,1,2021,380,2
"2465","Drew Desjarlais","LG",2022-09-01,"Practice",207000,1,2022,114,2
"2466","Kalon Barnes","CB",2022-09-01,"Practice",207000,1,2022,398,2
"2467","Kellen Diesch","LT",2022-09-01,"Practice",207000,1,2022,116,2
"2468","James Empey","C",2022-09-01,"Practice",234667,1,2022,95,2
"2469","Kalil Pimpleton","WR",2022-09-01,"Practice",207000,1,2022,470,2
"2470","Justin Rigg","TE",2022-09-01,"Practice",207000,1,2022,240,2
"2471","Yusuf Corker","S",2022-09-01,"Practice",207000,1,2022,284,2
"2472","Kyler McMichael","CB",2022-09-01,"Practice",207000,1,2022,398,2
"2473","Segun Olubi","LB",2022-09-01,"Practice",207000,1,2022,329,2
"2474","Ryan Van Demark","RT",2022-09-01,"Practice",207000,1,2022,139,2
"2475","Jalen McKenzie","RT",2022-09-01,"Practice",277200,1,2022,133,2
"2476","Charles Wiley","EDGE",2022-09-01,"Practice",207000,1,2022,281,2
"2477","Benjie Franklin","CB",2022-09-01,"Practice",207000,1,2022,398,2
"2478","Jaquarii Roberson","WR",2022-09-01,"Practice",207000,1,2022,470,2
"2479","Vitaliy Gurman","RG",2022-09-01,"Practice",207000,1,2022,111,2
"2480","Jalen Thompson","S",2022-09-02,"Extension",12000000,3,2019,15,2
"2481","Davion Taylor","LB",2022-09-02,"Practice",207000,1,2020,319,2
"2482","Freddie Swain","WR",2022-09-02,"Practice",245222,1,2020,453,2
"2483","Larry Rountree III","RB",2022-09-02,"Practice",207000,1,2021,231,2
"2484","Jermar Jefferson","RB",2022-09-02,"Practice",241333,1,2021,228,2
"2485","Zachary Thomas","RG",2022-09-02,"Practice",207000,1,2022,108,2
"2486","Christian Matthew","CB",2022-09-02,"SFA",787500,2,2022,310,2
"2487","Josh Onujiogu","EDGE",2022-09-02,"Practice",234667,1,2022,276,2
"2488","James McCourt","K",2022-09-02,"Practice",207000,1,2022,66,2
"2489","Josh Thompson","CB",2022-09-02,"Practice",207000,1,2022,382,2
"2490","Marquise Blair","S",2022-09-05,"Practice",459333,1,2019,255,2
"2491","Essang Bassey","CB",2022-09-05,"Practice",207000,1,2020,382,2
"2492","Buddy Johnson","LB",2022-09-05,"Practice",207000,1,2021,318,2
"2493","Khyiris Tonga","DT",2022-09-05,"Practice",207000,1,2021,251,2
"2494","Christopher Hinton","DE",2022-09-05,"Practice",207000,1,2022,70,2
"2495","Big Kat Bryant","EDGE",2022-09-05,"Practice",207000,1,2022,277,2
"2496","Chris Steele","CB",2022-09-05,"Practice",207000,1,2022,382,2
"2497","Leroy Watson","RT",2022-09-05,"Practice",207000,1,2022,135,2
"2498","Duke Shelley","CB",2022-09-06,"Practice",353622,1,2019,356,2
"2499","Ty Summers","LB",2022-09-06,"Practice",277200,1,2019,305,2
"2500","Darius Slayton","WR",2022-09-07,"Other",965000,1,2019,180,2
"2501","Dalton Keene","TE",2022-09-07,"Practice",207000,1,2020,228,2
"2502","Daviyon Nixon","DT",2022-09-07,"Practice",241333,1,2021,240,2
"2503","Zonovan Knight","RB",2022-09-07,"Practice",207000,1,2022,227,2
"2504","Allan George","CB",2022-09-07,"Practice",290001,1,2022,361,2
"2505","Jarrett Guarantano","QB",2022-09-07,"Practice",207000,1,2022,136,2
"2506","Dawson Knox","TE",2022-09-08,"Extension",13000000,4,2019,6,2
"2507","Erik McCoy","C",2022-09-09,"Extension",12000000,5,2019,6,2
"2508","Amani Hooker","S",2022-09-09,"Extension",10000000,3,2019,18,2
"2509","Quenton Nelson","LG",2022-09-10,"Extension",20000000,4,2018,1,2
"2510","Tanner Owen","LT",2022-09-10,"Practice",207000,1,2022,113,2
"2511","Andre Anthony","EDGE",2022-09-12,"Practice",207000,1,2022,275,2
"2512","Donovan Jeter","DT",2022-09-12,"SFA",705000,1,2022,203,2
"2513","Jack Gibbens","LB",2022-09-12,"Practice",207000,1,2022,318,2
"2514","Michael Niese","LG",2022-09-12,"Practice",207000,1,2022,111,2
"2515","Darrell Baker Jr.","CB",2022-09-13,"Practice",207000,1,2022,382,2
"2516","Tre Swilling","CB",2022-09-13,"Practice",207000,1,2022,382,2
"2517","Rodney Williams II","TE",2022-09-13,"Practice",207000,1,2022,227,2
"2518","Billy Price","C",2022-09-14,"Practice",317700,1,2018,87,2
"2519","Mike Brown","S",2022-09-14,"Practice",207000,1,2022,277,2
"2520","JaVonta Payton","WR",2022-09-14,"Practice",207000,1,2022,462,2
"2521","Prince Emili","DT",2022-09-14,"Practice",207000,1,2022,246,2
"2522","Mitch Wishnowsky","P",2022-09-15,"Extension",2800000,4,2019,8,2
"2523","Kary Vincent Jr.","CB",2022-09-15,"Practice",207000,1,2021,377,2
"2524","Chris Garrett","EDGE",2022-09-15,"Practice",207000,1,2021,275,2
"2525","David Anenih","DT",2022-09-15,"SFA",705000,1,2022,199,2
"2526","BJ Baylor","RB",2022-09-15,"Practice",207000,1,2022,225,2
"2527","Dre Greenlaw","LB",2022-09-16,"Extension",8200000,2,2019,16,2
"2528","Justin Skule","LT",2022-09-21,"Practice",358200,1,2019,104,2
"2529","Tre'Vour Wallace-Simms","RG",2022-09-21,"Practice",207000,1,2020,105,2
"2530","Stanley Berryhill","WR",2022-09-21,"Practice",207000,1,2022,461,2
"2531","Dennis Houston","WR",2022-09-22,"Practice",207000,1,2022,458,2
"2532","Keir Thomas","EDGE",2022-09-24,"Practice",207000,1,2022,273,2
"2533","Joshua Johnson","WR",2022-09-27,"Practice",207000,1,2022,456,2
"2534","Isaiah Pola-Mao","S",2022-10-01,"Practice",207000,1,2022,277,2
"2535","Tyrese Robinson","LG",2022-10-03,"Practice",207000,1,2022,109,2
