player_name,position,college,consensus,text_source,sc_prediction,p_cornerstone,p_53_man,p_roster_bubble,p_out_of_league,sc_top_words,sc_words_against,sc_feat_consensus,sc_feat_round,sc_feat_position,sc_feat_beast_rank,sc_feat_text_length,sc_top_measurable,sc_top_measurable_contrib,draft_prediction,p_slide,p_consensus,p_reach,draft_top_words,draft_words_against,draft_feat_consensus,draft_top_measurable,draft_top_measurable_contrib,pred_apy_pct,pred_apy_pct_lo,pred_apy_pct_hi,p_real_contract,expected_apy_pct,apy_top_words,apy_words_against,apy_feat_consensus,apy_feat_round,apy_feat_beast_rank,apy_top_measurable,apy_top_measurable_contrib
Sawyer Robertson,QB,Baylor,235,beast,roster_bubble,0.8,18.6,60.7,19.9,pocket(+0.0055) | the pocket(+0.0054) | productive(+0.0039) | he can(+0.0039) | better(+0.0034),fbs(-0.0032) | to be(-0.0029) | size(-0.0027),0.0117,0.5152,0.5523,-0.0628,-0.1292,wingspan,-0.2725,slide,60.3,19.7,20.0,open(+0.0089) | arm(+0.0069) | sized athlete(+0.0067) | struggles to(+0.0067) | ranked no(+0.0067),his first(-0.0116) | do(-0.0068) | coverages(-0.0067),-0.1094,wingspan,0.2106,0.761,0.659,0.862,19.4,0.147,touchdowns(+0.0002) | 10(+0.0001) | pocket(+0.0001) | to be(+0.0001) | just(+0.0001),cornerback(-0.0002) | throws(-0.0002) | knows how(-0.0002),-0.0054,-0.1339,0.0125,wingspan,0.0177
Luke Altmyer,QB,Illinois,236,beast,roster_bubble,1.4,18.1,66.0,14.5,career(+0.0077) | pocket(+0.0065) | improved(+0.0048) | history(+0.0044) | productive(+0.0036),out of(-0.0040) | undersized(-0.0035) | doesn(-0.0034),0.0121,0.5152,0.5523,-0.0418,0.0837,arm,-0.4566,slide,65.0,13.5,21.5,arm(+0.0086) | below average(+0.0083) | below(+0.0083) | passer(+0.0067) | finds(+0.0066),you(-0.0084) | type(-0.0082) | career(-0.0080),-0.1128,arm,0.4205,0.832,0.731,0.934,19.5,0.162,have(+0.0002) | the past(+0.0002) | pocket(+0.0002) | since(+0.0002) | passer(+0.0002),knows how(-0.0003) | knows(-0.0003) | how to(-0.0002),-0.0056,-0.1339,0.0083,hand,0.0439
Jamarion Miller,RB,Alabama,237,beast,roster_bubble,1.8,9.1,45.8,43.3,struggled(+0.0054) | line(+0.0045) | missed(+0.0041) | the line(+0.0040) | second(+0.0039),special(-0.0054) | on special(-0.0039) | special teams(-0.0037),0.0124,0.5152,0.0733,-0.0312,0.0233,height,-0.0,reach,21.4,21.8,56.7,senior(+0.0111) | as senior(+0.0101) | his pads(+0.0069) | into contact(+0.0068) | on tape(+0.0063),struggled(-0.0080) | struggled to(-0.0064) | he struggled(-0.0057),0.3537,height,-0.0,0.823,0.722,0.925,10.9,0.09,just(+0.0003) | didn(+0.0002) | season(+0.0001) | 23(+0.0001) | cut(+0.0001),tape(-0.0002) | drive(-0.0002) | work in(-0.0002),-0.0058,-0.1339,0.0062,height,-0.0
Micah Morris,IOL,Georgia,238,beast,out_of_league,0.8,6.3,17.6,75.2,size(+0.0058) | create(+0.0055) | for his(+0.0046) | left guard(+0.0041) | some(+0.0040),up the(-0.0037) | half(-0.0037) | especially(-0.0036),0.0519,1.6556,0.333,0.02,-0.0597,40yd,1.1232,consensus,19.1,49.5,31.4,half(+0.0067) | upper half(+0.0066) | to his(+0.0065) | room(+0.0062) | facing(+0.0055),guard(-0.0126) | some(-0.0104) | gap(-0.0082),-0.2444,40yd,0.3753,0.836,0.734,0.937,7.1,0.06,allowed(+0.0003) | guard(+0.0002) | struggling to(+0.0002) | just(+0.0002) | to be(+0.0002),upright(-0.0002) | for his(-0.0002) | only(-0.0002),-0.0059,-0.1339,-0.0126,hand,-0.0297
Cole Wisniewski,S,Texas Tech,239,beast,roster_bubble,2.0,20.3,46.3,31.4,eight(+0.0078) | line(+0.0047) | games(+0.0033) | he can(+0.0031) | on the(+0.0030),required(-0.0046) | safety(-0.0043) | depth(-0.0040),0.0132,0.5152,-0.5838,0.0318,0.0471,height,-0.0,reach,29.5,18.9,51.6,safety(+0.0109) | return(+0.0089) | into contact(+0.0073) | interceptions(+0.0063) | to safety(+0.0063),foot(-0.0065) | pro(-0.0060) | timing(-0.0054),0.3744,height,-0.0,0.796,0.695,0.898,22.3,0.178,the box(+0.0002) | north(+0.0002) | slot(+0.0002) | eight(+0.0002) | pro(+0.0002),to safety(-0.0002) | interceptions in(-0.0002) | ball(-0.0001),-0.0061,-0.1339,-0.0064,height,-0.0
Josh Cuevas,TE,Alabama,240,beast,roster_bubble,1.1,20.8,72.1,6.0,he can(+0.0041) | percent of(+0.0039) | blocker(+0.0035) | percent(+0.0032) | the catch(+0.0031),need(-0.0039) | need to(-0.0038) | doesn(-0.0028),0.0135,0.5152,0.1604,-0.0312,-0.0953,vert_jump,0.859,slide,77.1,10.1,12.8,washington(+0.0109) | target(+0.0060) | finisher(+0.0048) | open field(+0.0048) | space(+0.0046),need to(-0.0095) | need(-0.0084) | tight end(-0.0082),-0.1265,broad_jump,1.3938,0.78,0.679,0.881,21.9,0.171,tight(+0.0003) | blocker(+0.0002) | blocker and(+0.0002) | linebackers(+0.0002) | looks(+0.0002),routes(-0.0003) | the catch(-0.0003) | washington(-0.0003),-0.0063,-0.1339,0.0062,3cone,-0.0259
Faalili Faamoe,OT,Wake Forest,241,beast,roster_bubble,1.0,17.7,54.1,27.2,second(+0.0068) | improved(+0.0040) | games(+0.0032) | years(+0.0031) | which he(+0.0029),in run(-0.0059) | long arms(-0.0038) | knee(-0.0038),0.0139,0.5152,-0.1881,0.0108,0.0441,height,-0.0,reach,37.8,21.9,40.3,tends(+0.0071) | tends to(+0.0071) | right(+0.0068) | right tackle(+0.0058) | knee injury(+0.0055),washington(-0.0072) | pro(-0.0059) | pass pro(-0.0058),0.3952,height,-0.0,0.843,0.742,0.945,18.7,0.158,made(+0.0002) | right tackle(+0.0002) | pass pro(+0.0002) | pro(+0.0002) | in pass(+0.0002),washington(-0.0003) | at washington(-0.0002) | after(-0.0002),-0.0065,-0.1339,-0.0022,height,-0.0
DaeQuan Wright,TE,Mississippi,242,beast,roster_bubble,2.4,13.4,77.1,7.1,his ability(+0.0083) | ability to(+0.0058) | snaps(+0.0054) | blocker(+0.0053) | tight end(+0.0053),to earn(-0.0053) | he shows(-0.0049) | athleticism(-0.0044),0.0143,0.5152,0.1604,0.0,0.7566,height,-0.0,reach,22.3,18.5,59.2,his ability(+0.0227) | athleticism(+0.0172) | multi(+0.0152) | he shows(+0.0141) | earn(+0.0125),snaps(-0.0065) | with strong(-0.0062) | blocker(-0.0047),0.4056,height,-0.0,0.827,0.726,0.928,15.8,0.13,tight(+0.0005) | big(+0.0003) | blocker(+0.0003) | athleticism(+0.0003) | tight end(+0.0003),limit(-0.0004) | limit his(-0.0004) | background(-0.0003),-0.0066,-0.1339,-0.0,height,-0.0
Logan Fano,EDGE,Utah,244,beast,53_man,1.1,50.1,37.0,11.8,right(+0.0047) | chest(+0.0032) | to work(+0.0031) | inside(+0.0031) | his best(+0.0029),injuries(-0.0036) | the season(-0.0036) | take(-0.0030),0.046,-0.528,0.1304,0.0248,-0.0258,broad_jump,0.5504,slide,84.8,3.7,11.5,brother(+0.0079) | take(+0.0070) | runners(+0.0066) | 2018(+0.0063) | pass and(+0.0057),years(-0.0079) | his best(-0.0074) | football(-0.0069),-0.1401,broad_jump,1.6109,0.787,0.685,0.888,51.2,0.403,four(+0.0002) | just(+0.0002) | of high(+0.0002) | school(+0.0001) | to power(+0.0001),after(-0.0003) | rusher(-0.0002) | chest(-0.0001),-0.007,-0.1339,-0.0085,hand,0.0239
Fernando Carmona,IOL,Arkansas,245,beast,roster_bubble,1.1,12.4,55.7,30.8,line(+0.0062) | games(+0.0060) | across(+0.0039) | offensive line(+0.0038) | the line(+0.0036),center(-0.0039) | tackle(-0.0034) | in run(-0.0031),0.0154,0.5152,-0.1881,0.0003,-0.0248,vert_jump,0.5168,slide,77.2,4.8,18.1,left tackle(+0.0077) | below average(+0.0065) | left(+0.0065) | below(+0.0064) | take(+0.0062),dirty(-0.0072) | player(-0.0062) | best(-0.0055),-0.1435,broad_jump,1.4087,0.803,0.701,0.904,13.5,0.108,center(+0.0003) | guard(+0.0002) | four(+0.0002) | made(+0.0002) | six(+0.0002),drive(-0.0002) | leading(-0.0002) | stays(-0.0001),-0.0071,-0.1339,-0.0001,hand,0.0333
Alex Harkey,OT,Oregon,246,beast,roster_bubble,1.5,20.0,47.6,30.9,games(+0.0029) | anchor(+0.0026) | and he(+0.0026) | sustain(+0.0025) | especially(+0.0025),nfl(-0.0036) | should(-0.0035) | the run(-0.0035),0.0157,0.5152,-0.1881,-0.0523,-0.02,vert_jump,0.5181,slide,72.1,8.0,19.9,heavy(+0.0090) | drive(+0.0075) | relies(+0.0072) | savvy(+0.0064) | finisher(+0.0055),best(-0.0056) | lead(-0.0055) | rise(-0.0054),-0.147,broad_jump,1.3688,0.833,0.731,0.934,21.5,0.179,until(+0.0002) | six(+0.0002) | in pass(+0.0002) | defenders(+0.0002) | guard(+0.0002),drive(-0.0003) | progress(-0.0002) | tape(-0.0002),-0.0073,-0.1339,0.0104,hand,-0.0117
Kendal Daniels,S,Oklahoma,247,beast,53_man,0.3,43.8,27.1,28.7,his teammates(+0.0052) | teammates(+0.0051) | around(+0.0051) | long(+0.0038) | offensive(+0.0032),defender(-0.0048) | punt(-0.0043) | different(-0.0042),0.0493,-0.528,0.0791,-0.006,-0.0307,wingspan,-0.5283,reach,25.6,35.3,39.1,safety(+0.0111) | linebacker(+0.0075) | tends(+0.0074) | tends to(+0.0074) | role(+0.0073),at oklahoma(-0.0098) | oklahoma(-0.0077) | consistently(-0.0062),0.4575,height,-0.293,0.72,0.619,0.822,44.1,0.318,linebacker(+0.0003) | value(+0.0002) | punt(+0.0002) | to be(+0.0002) | tight(+0.0002),athlete with(-0.0002) | for his(-0.0002) | tape(-0.0002),-0.0075,-0.1339,0.002,wingspan,0.0255
David Gusta,DL,Kentucky,248,beast,roster_bubble,0.2,9.1,62.7,27.9,productive(+0.0041) | he can(+0.0040) | make(+0.0037) | san(+0.0036) | struggles(+0.0032),he plays(-0.0046) | arms(-0.0039) | seasons in(-0.0036),0.0165,0.5152,-0.203,0.0528,0.1901,40yd,-0.9722,slide,53.4,16.0,30.5,struggles to(+0.0120) | struggles(+0.0114) | washington(+0.0108) | below average(+0.0095) | below(+0.0095),standout(-0.0211) | three star(-0.0124) | you(-0.0096),-0.1538,broad_jump,1.6402,0.743,0.642,0.844,9.3,0.069,school(+0.0004) | high school(+0.0004) | high(+0.0003) | committed(+0.0002) | star recruit(+0.0002),for his(-0.0003) | washington(-0.0002) | strong hands(-0.0002),-0.0076,-0.1339,-0.0105,wingspan,-0.0249
Collin Wright,CB,Stanford,249,beast,roster_bubble,1.0,30.0,56.7,12.3,games(+0.0037) | captain(+0.0035) | team(+0.0034) | games in(+0.0033) | missed(+0.0028),in run(-0.0040) | lead to(-0.0033) | with long(-0.0025),0.0168,0.5152,0.2003,0.0739,0.1095,vert_jump,0.4508,slide,71.3,4.8,23.8,sized athlete(+0.0098) | windows(+0.0077) | tall(+0.0076) | good sized(+0.0071) | is good(+0.0066),three(-0.0075) | zone(-0.0069) | nickel(-0.0067),-0.1572,broad_jump,1.3435,0.71,0.609,0.812,31.0,0.22,getting his(+0.0002) | school(+0.0002) | perimeter(+0.0001) | used as(+0.0001) | trigger to(+0.0001),cornerback(-0.0003) | athlete with(-0.0002) | drive(-0.0002),-0.0078,-0.1339,-0.0147,hand,0.0308
Deven Eastern,DL,Minnesota,250,beast,53_man,0.6,39.4,20.5,39.4,long arms(+0.0051) | how to(+0.0050) | feel(+0.0044) | balance(+0.0043) | how(+0.0041),keep(-0.0075) | blockers(-0.0050) | to keep(-0.0049),0.0527,-0.528,0.2554,0.0924,-0.046,3cone,0.6867,consensus,1.9,64.5,33.6,half(+0.0090) | you(+0.0080) | off the(+0.0063) | that(+0.0062) | continue(+0.0061),late to(-0.0109) | late(-0.0105) | straight(-0.0070),-0.328,3cone,1.263,0.734,0.632,0.835,40.1,0.294,keep(+0.0002) | to keep(+0.0002) | limits(+0.0002) | extension(+0.0002) | limits his(+0.0001),how to(-0.0002) | body and(-0.0002) | make plays(-0.0002),-0.008,-0.1339,-0.0315,3cone,-0.0519
Malik Benson,WR,Oregon,251,beast,roster_bubble,1.0,16.1,70.0,12.9,percent of(+0.0087) | percent(+0.0071) | top of(+0.0046) | rhythm(+0.0038) | better(+0.0038),lack of(-0.0042) | size(-0.0037) | lack(-0.0035),0.0176,0.5152,0.4177,0.0318,0.0472,vert_jump,0.8869,reach,37.7,22.7,39.6,return(+0.0148) | the top(+0.0074) | top of(+0.0066) | top(+0.0064) | of routes(+0.0061),plus yards(-0.0065) | rhythm(-0.0064) | lacks(-0.0064),0.499,wingspan,-0.1016,0.782,0.68,0.883,17.1,0.134,punt(+0.0003) | perimeter(+0.0002) | percent(+0.0002) | four(+0.0002) | lacks(+0.0002),of routes(-0.0004) | routes(-0.0004) | knows how(-0.0003),-0.0082,-0.1339,-0.0064,hand,0.059
Toriano Pride,CB,Missouri,252,beast,out_of_league,3.0,24.4,35.4,37.3,for the(+0.0051) | quick(+0.0044) | combine(+0.0039) | junior and(+0.0038) | primarily(+0.0036),slot(-0.0075) | the slot(-0.0066) | defensive(-0.0058),0.0727,1.6556,-0.234,0.0366,-0.0781,40yd,1.1856,reach,13.6,35.1,51.2,on tape(+0.0068) | to react(+0.0064) | late to(+0.0062) | late(+0.0059) | some(+0.0058),smaller(-0.0064) | 40(-0.0062) | among all(-0.0058),0.5094,40yd,0.1071,0.784,0.683,0.886,27.3,0.214,didn(+0.0002) | six(+0.0002) | slot(+0.0002) | the slot(+0.0002) | he transferred(+0.0001),air(-0.0003) | tape(-0.0003) | ball(-0.0002),-0.0083,-0.1339,-0.0231,hand,-0.0105
Andre Fuller,CB,Toledo,253,beast,roster_bubble,0.7,23.2,56.1,20.0,percent(+0.0052) | he can(+0.0039) | he signed(+0.0037) | line(+0.0035) | six(+0.0034),need(-0.0037) | required(-0.0033) | safety(-0.0031),0.0183,0.5152,0.2003,0.1054,0.1794,vert_jump,0.4511,slide,68.4,3.6,28.1,sized athlete(+0.0115) | lacking(+0.0111) | route runners(+0.0085) | good sized(+0.0084) | runners(+0.0082),honors(-0.0132) | senior(-0.0086) | cornerback(-0.0084),-0.1708,broad_jump,1.4126,0.672,0.571,0.774,23.9,0.161,six(+0.0003) | just(+0.0002) | star recruit(+0.0002) | star(+0.0002) | earned(+0.0002),cornerback(-0.0007) | physical at(-0.0002) | make plays(-0.0002),-0.0085,-0.1339,-0.021,hand,-0.0209
Quintayvious Hutchins,EDGE,Boston College,254,beast,roster_bubble,1.4,36.8,48.7,13.0,career(+0.0046) | backside(+0.0041) | games(+0.0035) | playside(+0.0031) | the pocket(+0.0030),special(-0.0073) | out of(-0.0045) | doesn(-0.0044),0.0186,0.5152,-0.1762,0.1369,0.0459,vert_jump,0.6961,slide,51.0,15.6,33.4,lacking(+0.0091) | passer(+0.0061) | once he(+0.0059) | once(+0.0053) | doesn(+0.0048),special(-0.0125) | his first(-0.0096) | you(-0.0076),-0.1743,broad_jump,1.5101,0.685,0.584,0.787,38.2,0.262,have(+0.0002) | plan(+0.0002) | his rush(+0.0002) | four(+0.0002) | loss and(+0.0002),production(-0.0002) | awareness(-0.0002) | rusher(-0.0002),-0.0087,-0.1339,-0.0273,3cone,-0.0464
Barion Brown,WR,LSU,255,beast,out_of_league,1.1,13.7,38.3,46.8,create(+0.0056) | for his(+0.0046) | sec(+0.0041) | balls(+0.0040) | brown(+0.0039),return(-0.0078) | history(-0.0060) | record(-0.0060),0.0771,1.6556,-0.1719,0.0632,-0.0525,broad_jump,-0.3906,slide,77.4,4.1,18.5,50(+0.0092) | receiving(+0.0085) | however(+0.0073) | steps(+0.0072) | are(+0.0063),return(-0.0204) | special teams(-0.0128) | kick(-0.0121),-0.1777,broad_jump,1.6024,0.685,0.584,0.786,14.9,0.102,six(+0.0004) | record(+0.0003) | four(+0.0002) | return(+0.0002) | just(+0.0002),for his(-0.0002) | production(-0.0002) | routes(-0.0002),-0.0088,-0.1339,-0.0399,hand,0.03
Jaeden Roberts,IOL,Alabama,256,beast,out_of_league,0.5,9.1,34.4,56.0,senior year(+0.0046) | alabama(+0.0042) | size(+0.0042) | suffered(+0.0041) | junior(+0.0041),right(-0.0040) | school(-0.0040) | lineman(-0.0038),0.0786,1.6556,0.333,0.03,-0.1966,40yd,0.9125,consensus,20.0,40.7,39.4,houston(+0.0126) | high school(+0.0097) | alabama(+0.0095) | was(+0.0082) | powers(+0.0078),guard(-0.0127) | right guard(-0.0082) | competes(-0.0066),-0.3698,40yd,0.3049,0.735,0.634,0.837,9.6,0.071,school(+0.0003) | high school(+0.0003) | north(+0.0002) | guard(+0.0002) | committed(+0.0002),drive(-0.0003) | too(-0.0002) | how(-0.0002),-0.009,-0.1339,-0.0189,hand,-0.0207
Chase Roberts,WR,BYU,257,beast,53_man,1.3,38.0,34.0,26.7,could(+0.0052) | how to(+0.0051) | knows how(+0.0048) | which(+0.0044) | how(+0.0041),percent(-0.0086) | will have(-0.0047) | defenders(-0.0042),0.0605,-0.528,-0.3076,0.1293,-0.0431,broad_jump,0.5148,slide,84.4,3.8,11.9,tough(+0.0118) | 50(+0.0094) | catches(+0.0089) | savvy(+0.0077) | tall(+0.0076),you(-0.0079) | locker room(-0.0057) | roberts(-0.0056),-0.1845,broad_jump,1.5068,0.71,0.608,0.811,39.3,0.279,percent(+0.0003) | gear(+0.0002) | early(+0.0002) | value(+0.0002) | tight(+0.0002),air(-0.0003) | the air(-0.0003) | of routes(-0.0003),-0.0092,-0.1339,-0.0441,hand,-0.028
Owen Heinecke,LB,Oklahoma,258,beast,roster_bubble,1.6,37.0,37.5,23.9,second(+0.0040) | the second(+0.0040) | games(+0.0033) | late(+0.0032) | games in(+0.0029),special(-0.0068) | nfl(-0.0034) | undersized(-0.0030),0.0201,0.5152,-0.2168,0.0108,0.0444,vert_jump,0.9694,slide,35.0,31.1,33.9,at oklahoma(+0.0129) | oklahoma(+0.0113) | windows(+0.0073) | however(+0.0070) | runners(+0.0066),special(-0.0123) | his first(-0.0095) | best football(-0.0080),-0.1879,arm,0.5308,0.78,0.679,0.881,38.6,0.301,linebacker(+0.0002) | until(+0.0002) | oklahoma(+0.0002) | just(+0.0002) | tight ends(+0.0002),how(-0.0003) | make plays(-0.0002) | agility(-0.0001),-0.0093,-0.1339,-0.0022,wingspan,-0.0196
DeShon Singleton,S,Nebraska,259,beast,out_of_league,1.9,35.5,24.2,38.3,size(+0.0091) | knee(+0.0086) | for the(+0.0050) | will(+0.0049) | boundary(+0.0047),slot(-0.0125) | the slot(-0.0110) | which(-0.0056),0.083,1.6556,0.4057,-0.0099,-0.0723,wingspan,0.3403,reach,22.5,20.8,56.7,safety(+0.0110) | senior(+0.0085) | nickel(+0.0068) | late(+0.0059) | flow(+0.0054),however(-0.0055) | match(-0.0054) | to mirror(-0.0051),0.582,arm,0.3147,0.738,0.637,0.84,37.4,0.276,slot(+0.0003) | the slot(+0.0003) | six(+0.0002) | have(+0.0002) | tight ends(+0.0002),athlete with(-0.0002) | pedal(-0.0002) | drive(-0.0002),-0.0095,-0.1339,0.0062,hand,-0.0571
Desmond Reid,RB,Pittsburgh,260,beast,roster_bubble,0.8,29.4,64.0,5.8,missed(+0.0053) | american(+0.0048) | all american(+0.0042) | games(+0.0041) | attempts(+0.0035),durability(-0.0054) | kick(-0.0039) | out(-0.0036),0.0208,0.5152,0.0733,0.0739,0.1529,arm,-0.7929,slide,72.5,3.8,23.7,area(+0.0120) | short area(+0.0076) | acceleration to(+0.0076) | tough(+0.0067) | plus yards(+0.0066),because of(-0.0153) | because(-0.0142) | three star(-0.0121),-0.1947,broad_jump,2.1316,0.84,0.739,0.942,30.2,0.253,the past(+0.0003) | made(+0.0003) | carolina(+0.0002) | past(+0.0002) | value(+0.0002),because of(-0.0004) | because(-0.0002) | twitchy(-0.0002),-0.0097,-0.1339,-0.0147,hand,0.0746
Rene Konga,DL,Louisville,261,beast,roster_bubble,0.8,25.8,51.1,22.3,struggled(+0.0039) | college career(+0.0038) | he can(+0.0037) | where(+0.0035) | he signed(+0.0035),running(-0.0050) | running back(-0.0042) | need(-0.0036),0.0212,0.5152,-0.203,0.0003,0.1258,height,-0.0,reach,32.9,14.7,52.4,where he(+0.0130) | where(+0.0121) | tends(+0.0081) | tends to(+0.0081) | his final(+0.0073),back(-0.0072) | receiving(-0.0068) | struggled(-0.0056),0.6028,height,-0.0,0.773,0.672,0.874,26.6,0.206,six(+0.0002) | four(+0.0002) | just(+0.0002) | where(+0.0002) | star recruit(+0.0002),tape(-0.0002) | passing(-0.0002) | upright(-0.0002),-0.0098,-0.1339,-0.0001,height,-0.0
Xavian Sorey,LB,Arkansas,262,beast,out_of_league,1.2,11.4,42.4,45.0,blockers(+0.0071) | as junior(+0.0049) | take(+0.0046) | aggressive(+0.0043) | junior and(+0.0042),the ball(-0.0056) | ball(-0.0054) | linebacker(-0.0052),0.0875,1.6556,0.2506,0.0134,-0.1191,40yd,0.821,reach,23.7,34.8,41.6,senior(+0.0096) | linebacker(+0.0084) | role(+0.0082) | tackles(+0.0077) | kick(+0.0070),run and(-0.0072) | quickness(-0.0064) | timing(-0.0062),0.6132,vert_jump,-0.0836,0.761,0.66,0.862,12.6,0.096,linebacker(+0.0003) | made(+0.0003) | take(+0.0002) | tight ends(+0.0002) | star recruit(+0.0002),inconsistent(-0.0002) | ball(-0.0002) | drive(-0.0002),-0.01,-0.1339,-0.0085,hand,-0.0179
Caden Barnett,OT,Wyoming,263,beast,roster_bubble,1.3,29.2,39.0,30.5,better(+0.0046) | games(+0.0029) | room(+0.0026) | anchor(+0.0026) | pull(+0.0025),tackle(-0.0035) | long arms(-0.0034) | size(-0.0032),0.0219,0.5152,-0.1881,-0.0207,-0.0202,height,-0.0,reach,22.6,32.9,44.4,right guard(+0.0131) | guard(+0.0100) | athleticism(+0.0089) | right(+0.0073) | blocks(+0.0058),timing(-0.0078) | consistently(-0.0052) | anchor(-0.0051),0.6236,height,-0.0,0.813,0.712,0.915,30.5,0.248,wyoming(+0.0002) | guard(+0.0002) | athleticism(+0.0002) | at wyoming(+0.0002) | him(+0.0001),timing(-0.0002) | to stay(-0.0002) | stay(-0.0002),-0.0102,-0.1339,0.0041,height,-0.0
Harrison Wallace,WR,Mississippi,264,beast,roster_bubble,0.7,31.3,45.1,22.8,receiving(+0.0047) | missed(+0.0044) | games(+0.0034) | career with(+0.0032) | focus(+0.0031),returner(-0.0048) | doesn(-0.0042) | and doesn(-0.0036),0.0223,0.5152,0.4177,0.1474,0.046,vert_jump,0.886,slide,71.0,5.2,23.9,receiving(+0.0081) | technician(+0.0059) | agility(+0.0055) | tough(+0.0053) | in receiving(+0.0050),this(-0.0081) | high(-0.0075) | return(-0.0075),-0.2084,broad_jump,1.5451,0.759,0.657,0.86,32.0,0.243,punt(+0.0003) | until(+0.0002) | high(+0.0002) | have(+0.0002) | center(+0.0002),after(-0.0002) | routes(-0.0002) | ball(-0.0002),-0.0104,-0.1339,-0.0294,hand,0.0783
Colbie Young,WR,Georgia,265,beast,out_of_league,0.5,25.6,31.6,42.2,size(+0.0065) | his size(+0.0058) | lacks the(+0.0038) | georgia(+0.0034) | for the(+0.0031),years(-0.0041) | games(-0.0038) | who(-0.0036),0.0919,1.6556,-0.1719,0.0067,0.0374,40yd,1.7153,slide,63.2,10.2,26.6,leg(+0.0093) | tough(+0.0079) | press(+0.0070) | target(+0.0069) | tough to(+0.0065),young(-0.0087) | any(-0.0069) | return(-0.0066),-0.2118,broad_jump,1.5833,0.753,0.651,0.854,26.2,0.197,didn(+0.0002) | games(+0.0002) | value(+0.0001) | red zone(+0.0001) | georgia(+0.0001),after(-0.0002) | routes(-0.0002) | press(-0.0002),-0.0105,-0.1339,-0.0043,broad_jump,0.0123
