player_name,player_key,team,position,headshot_url
Marcus Mauney,marcus mauney,Elon,DT,https://a.espncdn.com/i/headshots/college-football/players/full/4430092.png
Fabian McCray,fabian mccray,Southern Illinois,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430105.png
Kyle Juergens,kyle juergens,UConn,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430112.png
Deshawn McCuin,deshawn mccuin,San Diego State,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430119.png
Aidan Keanaaina,aidan keanaaina,California,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430121.png
Tysen Kershaw,tysen kershaw,Northern Iowa,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430138.png
Markel McLaurin,markel mclaurin,Alcorn State,CB,https://a.espncdn.com/i/headshots/college-football/players/full/4430149.png
Cameron Kinnie,cameron kinnie,UCF,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430150.png
Latarie Kinsler,latarie kinsler,Florida A&M,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430152.png
Devin Kylany,devin kylany,Wake Forest,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430180.png
Logan Kyle,logan kyle,James Madison,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4430183.png
Caullin Lacy,caullin lacy,Louisville,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430185.png
Tommy Christakos,tommy christakos,Arizona State,PK,https://a.espncdn.com/i/headshots/college-football/players/full/4430220.png
Jalen Lee,jalen lee,UNLV,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430222.png
Richie Leonard IV,richie leonard iv,Florida State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430225.png
Marvae Myers,marvae myers,Marshall,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4430232.png
Chris Long,chris long,Montana State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430235.png
Deshawn Lynch,deshawn lynch,Washington,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430246.png
Bud Clark,bud clark,TCU,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430262.png
Ja'Mori Maclin,jamori maclin,Kentucky,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430270.png
Tautai Li'o Marks,tautai lio marks,Hawai'i,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430312.png
Julius Pierce,julius pierce,Florida International,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430315.png
Taylor Poitier,taylor poitier,Kansas State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430322.png
Cedric Melton,cedric melton,Houston,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430412.png
Drake Metcalf,drake metcalf,Virginia,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430420.png
Ben Smiley,ben smiley,UConn,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430499.png
Dune Smith,dune smith,Incarnate Word,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430514.png
Amahni Spinks,amahni spinks,Alabama A&M,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4430524.png
Seth Naotala,seth naotala,Old Dominion,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430556.png
Will Nixon,will nixon,Syracuse,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430565.png
Kobe Pepe,kobe pepe,USC,DT,https://a.espncdn.com/i/headshots/college-football/players/full/4430601.png
Mohamed Toure,mohamed toure,Miami,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430604.png
Jeremiah Piper,jeremiah piper,Youngstown State,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4430629.png
Joey Velazquez,joey velazquez,Ohio State,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430638.png
Omari Porter,omari porter,Rice,CB,https://a.espncdn.com/i/headshots/college-football/players/full/4430651.png
Rico Powers Jr.,rico powers jr,UL Monroe,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430654.png
Devin Price,devin price,Ole Miss,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430657.png
Jaelen Crider,jaelen crider,Louisiana,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430659.png
Trent Pullen,trent pullen,Memphis,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430662.png
Ikaika Ragsdale,ikaika ragsdale,Stony Brook,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430666.png
Daveren Rayner,daveren rayner,Kentucky,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430670.png
Rico Watson III,rico watson iii,South Florida,FB,https://a.espncdn.com/i/headshots/college-football/players/full/4430678.png
Dominic Richardson,dominic richardson,Tulsa,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430689.png
Nate Ritchie,nate ritchie,Utah,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430691.png
Lakeem Rudolph,lakeem rudolph,Campbell,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430695.png
Nick Session,nick session,New Mexico State,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430706.png
Thomas Shrader,thomas shrader,South Florida,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430711.png
Jordon Simmons,jordon simmons,Georgia State,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430712.png
Daytione Smith,daytione smith,Marshall,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430746.png
Reese Smith,reese smith,Liberty,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430747.png
Stephon Wright,stephon wright,UConn,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430782.png
Kyler Pearson,kyler pearson,East Carolina,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430798.png
Reggie Grimes II,reggie grimes ii,Memphis,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430801.png
Cole Brevard,cole brevard,Texas,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430818.png
EJ Smith,ej smith,Texas A&M,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430825.png
Troy Omeire,troy omeire,UNLV,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430827.png
Chubba Purdy,chubba purdy,Nevada,QB,https://a.espncdn.com/i/headshots/college-football/players/full/4430836.png
Carson Beck,carson beck,Miami,QB,https://a.espncdn.com/i/headshots/college-football/players/full/4430841.png
Jalen Berger,jalen berger,UCLA,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430843.png
Darvon Hubbard,darvon hubbard,Northern Arizona,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430845.png
Porter Rooks,porter rooks,Eastern Michigan,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430846.png
Chris Street,chris street,Utah Tech,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430847.png
Cody Stufflebean,cody stufflebean,Kansas State,DE,https://a.espncdn.com/i/headshots/college-football/players/full/4430850.png
Darrion Henry-Young,darrion henryyoung,Coastal Carolina,DE,https://a.espncdn.com/i/headshots/college-football/players/full/4430853.png
Jahari Rogers,jahari rogers,Colorado State,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4430855.png
Jaden Dottin,jaden dottin,Toledo,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430857.png
Tate Johnson,tate johnson,Auburn,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4430879.png
Stephen Dix Jr.,stephen dix jr,Arkansas,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430883.png
Kedrick Bingley-Jones,kedrick bingleyjones,Mississippi State,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430884.png
Damieon George Jr.,damieon george jr,Florida,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430891.png
Josaih Hayes,josaih hayes,Kentucky,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430892.png
Chip Trayanum,chip trayanum,Toledo,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430893.png
Caziah Holmes,caziah holmes,Florida State,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430894.png
Alex Adams,alex adams,Akron,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430897.png
Andy Alfieri,andy alfieri,Oregon State,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4430902.png
Dakota Thomas,dakota thomas,Nevada,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430903.png
Jadon Thompson,jadon thompson,Memphis,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4430905.png
Dwayne Allick,dwayne allick,Boston College,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430908.png
Malakai Anthony,malakai anthony,Bowie State,QB,https://a.espncdn.com/i/headshots/college-football/players/full/4430912.png
Wesley Bailey,wesley bailey,Louisville,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4430919.png
Austin Blaske,austin blaske,North Carolina,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430949.png
Lukas Ungar,lukas ungar,New Mexico State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4430954.png
Bryson Bonds,bryson bonds,Indiana,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4430955.png
Derek Bowman,derek bowman,South Florida,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430960.png
Devan Boykin,devan boykin,Indiana,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4430961.png
Josh Volk,josh volk,Northern Iowa,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4430969.png
Tyler Bride,tyler bride,Jacksonville State,S,https://a.espncdn.com/i/headshots/college-football/players/full/4430974.png
Kentrel Bullock,kentrel bullock,South Alabama,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430992.png
Kolbe Burrell,kolbe burrell,Northwestern State,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4430995.png
Kenean Caldwell,kenean caldwell,Kansas,DT,https://a.espncdn.com/i/headshots/college-football/players/full/4430999.png
Elijah Canion,elijah canion,Liberty,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4431001.png
Latrell Caples,latrell caples,Boise State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4431002.png
Hunter Welcing,hunter welcing,Northwestern,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4431009.png
Anthony Carter Jr.,anthony carter jr,NC State,G,https://a.espncdn.com/i/headshots/college-football/players/full/4431013.png
Mike Chandler II,mike chandler ii,Campbell,QB,https://a.espncdn.com/i/headshots/college-football/players/full/4431018.png
Dyshier Clary,dyshier clary,Stony Brook,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4431022.png
Kevin Cline,kevin cline,Boston College,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4431025.png
Chance Coleman,chance coleman,Florida A&M,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4431040.png
Austin Collins,austin collins,Syracuse,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4431041.png
Edward Core,edward core,Delaware State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4431046.png
Izayah Cummings,izayah cummings,App State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4431051.png
Nick Dawkins,nick dawkins,Penn State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4431060.png
Harlan Dixon,harlan dixon,Incarnate Word,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4431066.png
Jay Ducker,jay ducker,Temple,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4431074.png
Sage Ennis,sage ennis,Virginia,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4431081.png
Darryle Evans,darryle evans,Houston Christian,RB,https://a.espncdn.com/i/headshots/college-football/players/full/4431083.png
Ben Finley,ben finley,Akron,QB,https://a.espncdn.com/i/headshots/college-football/players/full/4431091.png
Kershawn Fisher,kershawn fisher,Western Michigan,DE,https://a.espncdn.com/i/headshots/college-football/players/full/4431092.png
Christian Fitzpatrick,christian fitzpatrick,Oklahoma State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4431094.png
Khatavian Franks,khatavian franks,Eastern Kentucky,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4431102.png
Malcolm Greene,malcolm greene,Massachusetts,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4431111.png
Ben Gulbranson,ben gulbranson,Stanford,QB,https://a.espncdn.com/i/headshots/college-football/players/full/4431114.png
Kilohana Haasenritter,kilohana haasenritter,Oregon,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4431115.png
Micah Harper,micah harper,Montana,S,https://a.espncdn.com/i/headshots/college-football/players/full/4431120.png
Devin Hightower,devin hightower,UAB,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4431131.png
Xavier Hill,xavier hill,Colorado,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4431133.png
Sean Hill,sean hill,Tulsa,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4431135.png
Aaron Witt,aaron witt,Wisconsin,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4431136.png
Keyshawn Hunter,keyshawn hunter,Delaware,DT,https://a.espncdn.com/i/headshots/college-football/players/full/4431151.png
Jackson Acker,jackson acker,Wisconsin,TE,https://a.espncdn.com/i/headshots/college-football/players/full/4431152.png
Aaron Armitage,aaron armitage,Florida International,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4431156.png
Shad Banks Jr.,shad banks jr,UTSA,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4431158.png
E'Maurion Banks,emaurion banks,Texas Tech,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4431159.png
T.J. Bollers,tj bollers,California,DL,https://a.espncdn.com/i/headshots/college-football/players/full/4431162.png
Tee Denson,tee denson,Jacksonville State,S,https://a.espncdn.com/i/headshots/college-football/players/full/4431179.png
DeAndre Boykins,deandre boykins,Oklahoma State,S,https://a.espncdn.com/i/headshots/college-football/players/full/4431195.png
Romello Brinson,romello brinson,SMU,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4431197.png
Keith Brown,keith brown,Washington State,LB,https://a.espncdn.com/i/headshots/college-football/players/full/4431200.png
Chris Keys Jr.,chris keys jr,Florida Atlantic,S,https://a.espncdn.com/i/headshots/college-football/players/full/4431202.png
Devyn King,devyn king,Hawai'i,DB,https://a.espncdn.com/i/headshots/college-football/players/full/4431205.png
Dacari Collins,dacari collins,Louisville,WR,https://a.espncdn.com/i/headshots/college-football/players/full/4431209.png
Deion Colzie,deion colzie,Miami (OH),WR,https://a.espncdn.com/i/headshots/college-football/players/full/4431213.png
Andres Dewerk,andres dewerk,Ohio,OL,https://a.espncdn.com/i/headshots/college-football/players/full/4431215.png
David Laney,david laney,Gardner-Webb,S,https://a.espncdn.com/i/headshots/college-football/players/full/4431220.png
